id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
1363,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",17-07-2023 10:00:00,SO2,8,9,9,NA
1375,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",17-07-2023 10:00:00,SO2,3,3,3,NA
1382,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",17-07-2023 10:00:00,SO2,1,13,9,NA
1389,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",17-07-2023 10:00:00,SO2,35,38,37,NA
1395,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",17-07-2023 10:00:00,SO2,10,14,12,NA
1273,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",17-07-2023 10:00:00,CO,7,30,14,NA
1279,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",17-07-2023 10:00:00,CO,106,110,107,NA
1286,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",17-07-2023 10:00:00,CO,11,27,16,NA
1293,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",17-07-2023 10:00:00,CO,23,50,38,NA
1300,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",17-07-2023 10:00:00,CO,14,19,14,NA
1306,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17-07-2023 10:00:00,CO,48,60,56,NA
1312,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",17-07-2023 10:00:00,CO,14,18,16,NA
1318,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",17-07-2023 10:00:00,CO,18,28,23,NA
1325,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",17-07-2023 10:00:00,CO,40,63,46,NA
1332,India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",17-07-2023 10:00:00,CO,6,23,10,NA
1339,India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",17-07-2023 10:00:00,CO,14,24,14,NA
1351,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",17-07-2023 10:00:00,CO,104,115,106,NA
1357,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",17-07-2023 10:00:00,CO,63,78,67,NA
1364,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",17-07-2023 10:00:00,CO,30,33,32,NA
1376,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",17-07-2023 10:00:00,CO,10,22,13,NA
1383,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",17-07-2023 10:00:00,CO,38,61,46,NA
1396,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",17-07-2023 10:00:00,CO,96,100,100,NA
1274,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,10,205,40,NA
1280,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",17-07-2023 10:00:00,OZONE,7,27,13,NA
1287,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,8,24,16,NA
1294,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",17-07-2023 10:00:00,OZONE,59,77,68,NA
1301,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,7,20,13,NA
1307,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17-07-2023 10:00:00,OZONE,10,15,12,NA
1313,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,10,11,11,NA
1319,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",17-07-2023 10:00:00,OZONE,1,18,7,NA
1326,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,10,14,12,NA
1333,India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,7,19,15,NA
1340,India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,37,42,38,NA
1345,India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",17-07-2023 10:00:00,OZONE,NA,NA,NA,NA
1352,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",17-07-2023 10:00:00,OZONE,3,10,5,NA
1358,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,4,5,4,NA
1365,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,34,37,35,NA
1370,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",17-07-2023 10:00:00,OZONE,18,24,20,NA
1377,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,10,14,12,NA
1384,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,19,37,27,NA
1390,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,2,6,4,NA
1397,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",17-07-2023 10:00:00,OZONE,1,5,1,NA
781,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",17-07-2023 10:00:00,PM10,NA,NA,NA,NA
788,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,25,48,33,NA
794,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,NA,NA,NA,NA
799,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,18,40,30,NA
805,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,16,31,25,NA
811,India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,25,52,38,NA
818,India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,26,58,40,NA
825,India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,35,66,53,NA
831,India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,NA,NA,NA,NA
835,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,41,73,54,NA
840,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",17-07-2023 10:00:00,PM10,38,110,77,NA
780,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
787,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,PM2.5,12,42,22,NA
798,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",17-07-2023 10:00:00,PM2.5,5,27,16,NA
804,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,PM2.5,12,20,17,NA
810,India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",17-07-2023 10:00:00,PM2.5,20,50,27,NA
817,India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",17-07-2023 10:00:00,PM2.5,16,35,26,NA
824,India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,PM2.5,28,53,43,NA
839,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",17-07-2023 10:00:00,PM2.5,11,37,24,NA
782,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
789,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,NO2,7,7,7,NA
795,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
800,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",17-07-2023 10:00:00,NO2,13,18,15,NA
806,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,NO2,15,24,18,NA
812,India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",17-07-2023 10:00:00,NO2,6,12,9,NA
819,India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",17-07-2023 10:00:00,NO2,10,11,10,NA
826,India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,NO2,11,11,11,NA
836,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",17-07-2023 10:00:00,NO2,20,29,24,NA
841,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",17-07-2023 10:00:00,NO2,21,25,24,NA
783,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",17-07-2023 10:00:00,NH3,NA,NA,NA,NA
790,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,NH3,1,1,1,NA
801,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",17-07-2023 10:00:00,NH3,3,3,3,NA
813,India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",17-07-2023 10:00:00,NH3,NA,NA,NA,NA
820,India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",17-07-2023 10:00:00,NH3,2,2,2,NA
827,India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,NH3,2,2,2,NA
842,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",17-07-2023 10:00:00,NH3,5,7,6,NA
784,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",17-07-2023 10:00:00,SO2,NA,NA,NA,NA
791,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,5,9,7,NA
796,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,NA,NA,NA,NA
802,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,9,25,19,NA
807,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,4,5,5,NA
814,India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,2,10,6,NA
821,India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,7,8,7,NA
828,India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,7,7,7,NA
832,India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,NA,NA,NA,NA
837,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,5,5,5,NA
843,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",17-07-2023 10:00:00,SO2,4,10,8,NA
785,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",17-07-2023 10:00:00,CO,37,38,38,NA
792,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,CO,16,30,21,NA
797,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",17-07-2023 10:00:00,CO,78,78,78,NA
808,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,CO,6,17,9,NA
815,India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",17-07-2023 10:00:00,CO,4,24,11,NA
822,India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",17-07-2023 10:00:00,CO,19,43,34,NA
829,India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,CO,18,19,18,NA
833,India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",17-07-2023 10:00:00,CO,NA,NA,NA,NA
838,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",17-07-2023 10:00:00,CO,11,66,26,NA
844,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",17-07-2023 10:00:00,CO,62,84,72,NA
786,India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",17-07-2023 10:00:00,OZONE,21,22,22,NA
793,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,OZONE,10,12,12,NA
803,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",17-07-2023 10:00:00,OZONE,9,22,13,NA
809,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,OZONE,6,16,8,NA
816,India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",17-07-2023 10:00:00,OZONE,9,20,15,NA
823,India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",17-07-2023 10:00:00,OZONE,6,42,14,NA
830,India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",17-07-2023 10:00:00,OZONE,8,41,14,NA
834,India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",17-07-2023 10:00:00,OZONE,NA,NA,NA,NA
845,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",17-07-2023 10:00:00,OZONE,10,32,13,NA
989,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",17-07-2023 10:00:00,PM10,4,44,17,NA
988,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",17-07-2023 10:00:00,PM2.5,2,34,14,NA
990,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",17-07-2023 10:00:00,NO2,10,11,11,NA
991,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",17-07-2023 10:00:00,NH3,1,1,1,NA
992,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",17-07-2023 10:00:00,SO2,1,12,7,NA
993,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",17-07-2023 10:00:00,CO,8,18,12,NA
994,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",17-07-2023 10:00:00,OZONE,7,159,33,NA
2097,India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17-07-2023 10:00:00,PM10,27,92,61,NA
2103,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17-07-2023 10:00:00,PM10,38,66,50,NA
2110,India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-07-2023 10:00:00,PM10,61,68,63,NA
2117,India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-07-2023 10:00:00,PM10,30,61,46,NA
2124,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17-07-2023 10:00:00,PM10,NA,NA,NA,NA
2130,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17-07-2023 10:00:00,PM10,52,52,52,NA
2137,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-07-2023 10:00:00,PM10,47,56,50,NA
2144,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17-07-2023 10:00:00,PM10,36,74,57,NA
2150,India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17-07-2023 10:00:00,PM10,64,75,68,NA
2096,India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,16,56,39,NA
2102,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,37,70,46,NA
2109,India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,40,63,46,NA
2116,India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,36,61,45,NA
2123,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
2129,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,18,38,26,NA
2136,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,23,43,29,NA
2143,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,44,71,57,NA
2149,India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,32,49,36,NA
2156,India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,16,45,28,NA
2161,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-07-2023 10:00:00,PM2.5,22,48,36,NA
2098,India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,34,53,44,NA
2104,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,18,54,30,NA
2111,India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,4,7,4,NA
2118,India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
2125,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
2131,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,11,11,11,NA
2138,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,7,8,7,NA
2145,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,7,10,10,NA
2151,India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,8,16,11,NA
2157,India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,5,27,15,NA
2162,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-07-2023 10:00:00,NO2,15,18,16,NA
2099,India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17-07-2023 10:00:00,NH3,5,8,6,NA
2105,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17-07-2023 10:00:00,NH3,2,3,2,NA
2112,India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-07-2023 10:00:00,NH3,2,3,2,NA
2119,India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-07-2023 10:00:00,NH3,1,1,1,NA
2132,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17-07-2023 10:00:00,NH3,3,3,3,NA
2139,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-07-2023 10:00:00,NH3,3,3,3,NA
2152,India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17-07-2023 10:00:00,NH3,2,3,2,NA
2163,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-07-2023 10:00:00,NH3,NA,NA,NA,NA
2106,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,1,12,7,NA
2113,India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,1,7,3,NA
2120,India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,7,22,14,NA
2126,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,NA,NA,NA,NA
2133,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,11,12,12,NA
2140,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,9,11,10,NA
2146,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,7,24,15,NA
2153,India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,6,21,12,NA
2158,India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,1,5,3,NA
2164,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-07-2023 10:00:00,SO2,4,8,6,NA
2100,India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,3,118,66,NA
2107,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,6,20,13,NA
2114,India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,1,30,6,NA
2121,India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,17,24,20,NA
2127,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,12,12,12,NA
2134,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,40,42,41,NA
2141,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,6,31,20,NA
2147,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,10,34,13,NA
2154,India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,9,40,12,NA
2159,India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,21,28,24,NA
2165,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-07-2023 10:00:00,CO,18,28,19,NA
2101,India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,14,18,16,NA
2108,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,7,62,39,NA
2115,India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,9,29,17,NA
2122,India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,2,16,7,NA
2128,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,4,4,4,NA
2135,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,19,19,19,NA
2142,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,17,38,23,NA
2148,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,13,35,13,NA
2155,India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,16,33,19,NA
2160,India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,10,14,12,NA
2166,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-07-2023 10:00:00,OZONE,15,19,16,NA
1094,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",17-07-2023 10:00:00,PM10,NA,NA,NA,NA
1093,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
1095,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
1096,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",17-07-2023 10:00:00,NH3,NA,NA,NA,NA
1097,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",17-07-2023 10:00:00,SO2,NA,NA,NA,NA
1098,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",17-07-2023 10:00:00,CO,NA,NA,NA,NA
1099,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",17-07-2023 10:00:00,OZONE,NA,NA,NA,NA
1003,India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",17-07-2023 10:00:00,PM10,5,423,95,NA
1010,India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",17-07-2023 10:00:00,PM10,39,114,78,NA
1017,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",17-07-2023 10:00:00,PM10,25,72,41,NA
1002,India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",17-07-2023 10:00:00,PM2.5,12,500,121,NA
1009,India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
1016,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",17-07-2023 10:00:00,PM2.5,13,45,30,NA
1004,India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",17-07-2023 10:00:00,NO2,7,39,16,NA
1011,India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",17-07-2023 10:00:00,NO2,12,20,14,NA
1018,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",17-07-2023 10:00:00,NO2,9,29,15,NA
1005,India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",17-07-2023 10:00:00,NH3,4,7,5,NA
1012,India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",17-07-2023 10:00:00,NH3,3,4,3,NA
1019,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",17-07-2023 10:00:00,NH3,1,1,1,NA
1006,India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",17-07-2023 10:00:00,SO2,31,36,34,NA
1013,India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",17-07-2023 10:00:00,SO2,24,34,29,NA
1020,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",17-07-2023 10:00:00,SO2,22,42,32,NA
1007,India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",17-07-2023 10:00:00,CO,1,41,8,NA
